t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV,Man
6.590000000000000000e+02,6.920240071835794993e+01,1.047210671999094522e+01,5.854943392586921647e+01,1.808600724977975638e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.634799999999999898e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.600000000000000000e+02,6.906939203374734859e+01,1.037641642443419343e+01,5.861152428372674450e+01,8.145132558641231257e-02,0.000000000000000000e+00,5.985000000000000142e+01,5.638000000000000256e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.610000000000000000e+02,6.837095665288045154e+01,9.990664920471084898e+00,5.867130638332385928e+01,-2.910146509144956317e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.650900000000000034e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.620000000000000000e+02,6.844344424334271082e+01,9.990664920471084898e+00,5.873108848292097406e+01,-2.783091600493496909e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.650900000000000034e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.630000000000000000e+02,6.757063207624089785e+01,9.509223120951222796e+00,5.878798973306130193e+01,-7.265807777716334348e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.667000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.640000000000000000e+02,6.765925532184007807e+01,9.509223120951222796e+00,5.884489098320162981e+01,-6.948587823127845287e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.667000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.650000000000000000e+02,6.661397315026775345e+01,8.932091025874630219e+00,5.889833879268878292e+01,-1.216456668295663679e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.686299999999999955e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.660000000000000000e+02,6.785305104273291477e+01,9.509223120951222796e+00,5.895524004282911079e+01,-6.114121210474278145e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.667000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.670000000000000000e+02,6.736745188778188265e+01,9.219161912544844739e+00,5.901040562590540617e+01,-8.621156506683711473e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.676700000000000301e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.680000000000000000e+02,6.802945104125319631e+01,9.509223120951222796e+00,5.906730687604573404e+01,-5.470789557437514272e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.667000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
